_id,moyCO,moyPM25,timestamp
657570ca4f68e5517d810acb,-0.13403849983333332,22.435663166666668,2023-02-17
657570ca4f68e5517d810acc,-0.003933859124999999,8.438709485416668,2023-06-25
657570ca4f68e5517d810acd,-0.3703066433333333,6.451299312500001,2023-05-01
657570ca4f68e5517d810ace,-0.26706070916666663,3.4886648833333336,2023-09-01
657570ca4f68e5517d810acf,-0.2275042575,6.518010791666666,2023-06-11
657570ca4f68e5517d810ad0,-0.298670984375,9.246191758333334,2023-11-15
657570ca4f68e5517d810ad1,-0.4171938716666667,3.9946236625,2023-10-31
657570ca4f68e5517d810ad2,-0.3361976958333333,1.9296755,2023-04-07
657570ca4f68e5517d810ad3,0.44861385125,7.975627329166667,2022-12-21
657570ca4f68e5517d810ad4,-0.4232717920833333,5.980971591666666,2023-11-06
657570ca4f68e5517d810ad5,-0.3702625167708333,3.8190395208333334,2023-05-08
657570ca4f68e5517d810ad6,-0.29191864525,6.543458791666667,2023-06-12
657570ca4f68e5517d810ad7,-0.23051809066666665,5.0273745666666665,2023-05-06
657570ca4f68e5517d810ad8,-0.2695523933333333,4.104256270833333,2023-09-15
657570ca4f68e5517d810ad9,-0.22731740068458337,5.088709679166667,2023-08-31
657570ca4f68e5517d810ada,-0.3885455295833333,4.054614683333333,2023-11-07
657570ca4f68e5517d810adb,-0.37012233833333336,6.3762544625,2023-12-02
657570ca4f68e5517d810adc,-0.20733880479166666,6.698611091666667,2023-07-31
657570ca4f68e5517d810add,-0.2357685285,7.3623841625,2023-06-16
657570ca4f68e5517d810ade,-0.45289320125,3.01330645,2023-10-20
657570ca4f68e5517d810adf,-0.40023580625,3.3905081875,2023-11-08
657570ca4f68e5517d810ae0,-0.175307053375,6.589650525,2023-09-19
657570ca4f68e5517d810ae1,-0.3908520676666667,9.700940970833333,2023-12-08
657570ca4f68e5517d810ae2,-0.47782197041666663,5.1753970375,2023-12-03
657570ca4f68e5517d810ae3,-0.27565835,3.6446684499999997,2023-04-16
657570ca4f68e5517d810ae4,-0.2510087132916667,3.8615143208333333,2023-04-29
657570ca4f68e5517d810ae5,1.5556222,10.944445,2023-01-20
657570ca4f68e5517d810ae6,0.5374712958333333,2.5293010875,2022-12-16
657570ca4f68e5517d810ae7,-0.5605130942857143,6.695493185714286,2023-03-01
657570ca4f68e5517d810ae8,-0.3327974483333333,2.9093638125,2023-04-18
657570ca4f68e5517d810ae9,0.5027844429166667,10.430241875,2022-12-19
657570ca4f68e5517d810aea,-0.10263053559166667,7.048207879166667,2023-06-10
657570ca4f68e5517d810aeb,-0.08004932726666666,10.108586791666667,2023-03-07
657570ca4f68e5517d810aec,-0.36167273083333334,5.349417508333333,2023-04-01
657570ca4f68e5517d810aed,-0.14969071450000002,9.306967483333333,2023-05-16
657570ca4f68e5517d810aee,-0.2346254491666667,7.2028226291666675,2023-06-17
657570ca4f68e5517d810aef,-0.2555006034583333,11.229973179166665,2023-07-15
657570ca4f68e5517d810af0,-0.2322606458333333,8.0037634375,2023-07-08
657570ca4f68e5517d810af1,-0.339662154,6.106496395833333,2023-11-19
657570ca4f68e5517d810af2,-0.41940493791666666,2.835576929166667,2023-11-03
657570ca4f68e5517d810af3,-0.25335326625,4.485976675,2023-09-22
657570ca4f68e5517d810af4,0.3770662354166667,8.1109098625,2023-01-31
657570ca4f68e5517d810af5,-0.34416103229166667,5.737641477916667,2023-11-09
657570ca4f68e5517d810af6,-0.30350601625,4.1818548625,2023-04-26
657570ca4f68e5517d810af7,-0.2985995004545455,6.1092416181818185,2023-06-18
657570ca4f68e5517d810af8,-0.3192200122222222,8.711111111111112,2023-12-10
657570ca4f68e5517d810af9,-0.27086134333333334,3.248387108333333,2023-04-15
657570ca4f68e5517d810afa,-0.24048981695250002,25.23261666666667,2023-02-18
657570ca4f68e5517d810afb,-0.09044793854166666,9.098252604166666,2023-06-20
657570ca4f68e5517d810afc,-0.0969283404375,5.342250154166667,2023-09-13
657570ca4f68e5517d810afd,-0.25849045541666665,4.0076612875,2023-05-02
657570ca4f68e5517d810afe,-0.3065357875,2.678181020833333,2023-04-21
657570ca4f68e5517d810aff,0.2542738976666667,6.040501766666666,2023-01-30
657570ca4f68e5517d810b00,0.42182148999999997,12.92433255,2023-01-13
657570ca4f68e5517d810b01,-0.19085493341666668,7.005689945833333,2023-08-02
657570ca4f68e5517d810b02,-0.19618149341666666,5.461603920833333,2023-09-26
657570ca4f68e5517d810b03,-0.31281136782608693,6.440422704347826,2023-10-10
657570ca4f68e5517d810b04,0.4773668045833333,4.5155913750000005,2022-12-14
657570ca4f68e5517d810b05,-0.21246752966666668,14.943369208333332,2023-07-23
657570ca4f68e5517d810b06,-0.153590325,7.330645204166667,2023-08-03
657570ca4f68e5517d810b07,-0.20556546183333335,4.148028675,2023-08-05
657570ca4f68e5517d810b08,-0.19019620708333332,4.266128945833334,2023-04-13
657570ca4f68e5517d810b09,0.4460420004166667,15.346774208333334,2023-01-15
657570ca4f68e5517d810b0a,-0.43811875208333334,6.8525547,2023-12-05
657570ca4f68e5517d810b0b,-0.17979307504583333,2.9533602291666665,2023-04-14
657570ca4f68e5517d810b0c,-0.15191304905882352,12.125198705882353,2023-06-30
657570ca4f68e5517d810b0d,-0.21646559266666665,7.888709679166666,2023-05-27
657570ca4f68e5517d810b0e,-0.12270333104166666,31.527200166666663,2023-02-19
657570ca4f68e5517d810b0f,0.10732097944166667,7.725537679166667,2023-02-05
657570ca4f68e5517d810b10,-0.26070124270833334,10.749865683333333,2023-07-26
657570ca4f68e5517d810b11,-0.17566310625,3.4968189791666666,2023-10-08
657570ca4f68e5517d810b12,-0.2546182289791667,6.658512554166666,2023-07-05
657570ca4f68e5517d810b13,-0.23257706941666667,2.8476254416666666,2023-04-17
657570ca4f68e5517d810b14,-0.11014088654166666,11.678136145833333,2023-07-14
657570ca4f68e5517d810b15,0.2814637629166667,15.935343958333334,2023-01-01
657570ca4f68e5517d810b16,-0.23442347579166667,3.3251344374999996,2023-05-21
657570ca4f68e5517d810b17,-0.16361666633333333,5.923207870833333,2023-05-25
657570ca4f68e5517d810b18,0.24716859708333336,7.6027477999999995,2023-01-06
657570ca4f68e5517d810b19,-0.24564409875,6.204928383333333,2023-08-07
657570ca4f68e5517d810b1a,-0.36531121833333335,3.814740154166667,2023-10-05
657570ca4f68e5517d810b1b,-0.21448170825,5.1785842791666665,2023-04-19
657570ca4f68e5517d810b1c,-0.20178652429166666,6.224820820833333,2023-11-25
